,c0,c1,c2,c3,c4,c5,cat
0,-1.7534186323001597,-0.52642274300632,2.146629958690867,-0.11780228346986654,-0.04700391520031729,0.34271768870921676,1
1,-1.366284084161125,0.5773656436165865,1.8488534228841103,2.024175181000755,-1.668454787898871,0.6312295728996008,1
2,-1.5112018856558842,0.3832290765724616,1.5236087937506213,0.9475957358600425,-1.173079817865124,0.2891115108556232,1
3,-1.0171368575832573,2.1683098278936854,-0.3529855702695931,-0.47192269920408003,2.334271752537254,-0.09648179954899505,1
4,-1.7534186323001737,-0.5264227430063251,2.1466299586908635,-0.1178022834698852,-0.047003915200320476,0.34271768870925823,1
5,-1.602889731102557,-0.5335445080932696,2.0523170014266916,-0.21469529838606763,0.13229474713383346,0.3398801427321191,1
6,-1.2141722362302785,0.3971501724419737,1.3771214632836162,-0.05388980787146701,-0.3763665263837929,0.2487373214634329,1
7,-1.615440669435019,-0.3554951954393515,1.339393783433093,0.11378838155222179,-0.4512604419628432,1.0973361474263867,2
8,-1.6355407366092996,0.12346233326135697,1.2711258925702562,-0.5988163976311449,-0.18703579377442686,0.862515714515796,2
9,-0.8049676023168227,-0.2843339500716772,0.667362567684276,0.20378991615039058,0.042835625224493544,-0.9359740324850601,1
10,-0.9264434577702264,-0.00027996871701452844,1.4628178594741112,-0.49487277581186145,-1.261204791092176,0.4770338230731334,1
11,-0.8049676023168227,-0.2843339500716772,0.667362567684276,0.20378991615039058,0.042835625224493544,-0.9359740324850601,1
12,-1.1856521685378656,-1.7181734649469818,1.9485125974998665,-0.43875774495309106,-0.5098823885003134,0.2722969279893779,1
13,-1.4808435943190763,0.5899484814492705,1.3799836888661365,-0.5275507123990373,-0.8365917295255115,0.8111472166096533,1
14,0.10629852549358794,1.3027240698311138,1.6335846574069497,2.0615432614969493,0.3305854051405533,0.419830690010978,1
15,0.0975018112328147,1.2714112901270558,1.6577753341832147,2.032502086857519,0.3598207621940569,0.2552569579427296,1
16,-0.15430629944881652,0.26293068519870344,-0.04869717476839168,0.03408830955879839,1.6273841288379527,0.2121995604878559,2
17,-0.9958551240241064,1.1583274964774721,0.8313301250997067,-0.08288772628769774,-1.0807381935416214,0.7300745596036381,1
18,-1.5472583967996976,0.03973045278690726,1.6755799332337564,-0.9831109018207911,-0.4917531341362256,0.5335292857112579,0
19,-0.465746380065909,1.3172860285912813,-0.0034801238353153337,-1.288310013308568,-0.7596754508187508,1.1466791869114359,1
20,-0.49858813078998854,0.4612056476041922,0.4868216625786805,-1.283418209409012,2.3918069511832005,0.9871408203504748,1
21,-0.7928463193186208,-0.611571842477935,1.2017143262907626,-0.8418718427236491,1.4730294327974338,0.21193898401311861,1
22,-1.074181937992135,0.8053406687328133,0.38219473153631606,-1.0333539781074033,-0.5881432077266282,0.8271401033215561,1
23,-1.0667430241405753,1.1106603938166448,0.6563328580441373,-0.5310027201717856,-0.4064773686844999,-0.21124248278575708,1
24,-0.8830184345766438,-0.6098337822052086,0.9594288177369499,-1.1109473060287745,0.4401632854909956,1.2391061742793867,1
25,-0.9810446623272119,-0.42475702960025097,0.8621676694953612,-1.891641098791487,-0.6613292835875854,1.434510328216547,1
26,-1.3974353274597169,0.30567506032401387,0.5055161770413568,-1.6441479638286132,-0.28400799701663143,1.0205654987130595,1
27,-1.074181937992135,0.8053406687328133,0.38219473153631606,-1.0333539781074033,-0.5881432077266282,0.8271401033215561,1
28,-1.6226061733074046,-0.5269374082072821,2.1185883630628255,0.008909940547131665,-0.4315580683634097,0.6535415564925041,1
29,-1.8287656129102048,-0.027258047125510807,1.3286434794100912,-0.1736232190542364,-0.30746347706838,0.7078236393072326,1
30,-1.0835304377994424,-0.503051267609879,1.442752312411494,0.5711102684171264,-1.1232303864226738,-0.2267802131906603,1
31,-1.4859451063794133,-0.9605954286829422,1.3713989101394393,0.7987520460843439,-0.29212541132956477,0.9544797843061408,1
32,-0.918189192481058,0.9112941704719318,1.084846012305942,0.9164686006048763,-0.9530283181315438,-1.1927480191407769,1
33,-0.531208831417957,-0.6082742347594069,2.0621412496386364,0.6384280062993477,0.25959881308523963,1.2396023140023318,1
34,-0.50048987235784,-1.019006431892783,0.9410363606601397,-2.374775460142617,-0.9460498726034573,1.1107099409587846,1
35,-1.8741597665073761,-0.02828462343202098,1.480479723681094,-0.39727313733959774,-0.28190082719440923,0.46303321473360454,1
